ID zákazníka,Segment,Priorita,Skóre konverze,Byl MAIN,Výzva 1 (kód),Výzva 1,Výzva 1 - důvod,Výzva 2 (kód),Výzva 2,Výzva 2 - důvod,Výzva 3 (kód),Výzva 3,Výzva 3 - důvod,Příjem splněn (podíl),Transakce splněny (podíl),Avg příjem (Kč),Avg transakce,Avg SPB login,Avg DC platby,Avg zůstatek (Kč),Věk,Pohlaví,Zákazník od roku,Datum spuštění
990,SECONDARY,MEDIUM,47.6,False,C2,Zaplatit 10x kartou za měsíc,3 plateb kartou; má příjem — může platit kartou,C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C4,"Nastavit platbu za předplatné (Netflix, Spotify…)",věk 36 — typický uživatel streamingu; předplatné zatím není přes banku,0.17,1.0,16100.0,8.0,4.3,2.7,8522.0,36,F,2022,2026-06-15
2390,SECONDARY,HIGH,56.3,True,C1,Přijmout 15 000 Kč na účet,"dříve byl MAIN; transakce OK, chybí jen příjem",C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C5,Vložit 10 000 Kč do investic,"zůstatek 408,914 Kč; nemá investiční produkt",0.33,1.0,7270.0,10.3,5.3,10.0,408914.0,55,M,2022,2026-06-15
9675,SECONDARY,MEDIUM,29.6,False,C5,Vložit 10 000 Kč do investic,"zůstatek 63,112 Kč; věk 24 let",C1,Přijmout 15 000 Kč na účet,"transakce OK, chybí jen příjem; příjem 1,667 Kč/měs., chybí 13,333 Kč",C4,"Nastavit platbu za předplatné (Netflix, Spotify…)",věk 24 — typický uživatel streamingu; aktivní kartou — přechod snadný,0.0,1.0,1667.0,11.3,5.0,11.3,63112.0,24,M,2023,2026-06-15
4639,SECONDARY,LOW,1.6,False,C1,Přijmout 15 000 Kč na účet,"příjem 50 Kč/měs., chybí 14,950 Kč",C3,Nastavit trvalý příkaz na energie nebo telco,pravděpodobně platí domácnost; energie/telco zatím není přes banku,C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá,0.0,0.0,50.0,0.0,2.0,0.0,0.0,74,M,2016,2026-06-15
7901,SECONDARY,LOW,2.3,False,C1,Přijmout 15 000 Kč na účet,"příjem 178 Kč/měs., chybí 14,822 Kč",C3,Nastavit trvalý příkaz na energie nebo telco,pravděpodobně platí domácnost; energie/telco zatím není přes banku,C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá,0.0,0.0,178.0,0.0,2.5,0.0,698.0,37,F,2022,2026-06-15
9145,SECONDARY,LOW,7.2,False,C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C1,Přijmout 15 000 Kč na účet,"příjem 0 Kč/měs., chybí 15,000 Kč",C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá,0.0,0.0,0.0,0.0,3.0,0.0,14169.0,91,F,2021,2026-06-15
3814,SECONDARY,LOW,13.1,False,C1,Přijmout 15 000 Kč na účet,"příjem 200 Kč/měs., chybí 14,800 Kč",C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá,C4,"Nastavit platbu za předplatné (Netflix, Spotify…)",věk 11 — typický uživatel streamingu; předplatné zatím není přes banku,0.0,0.0,200.0,0.7,16.0,0.0,576.0,11,F,2023,2026-06-15
4112,SECONDARY,LOW,8.4,False,C1,Přijmout 15 000 Kč na účet,"transakce OK, chybí jen příjem; příjem 440 Kč/měs., chybí 14,560 Kč",C2,Zaplatit 10x kartou za měsíc,3 plateb kartou,C3,Nastavit trvalý příkaz na energie nebo telco,pravděpodobně platí domácnost; energie/telco zatím není přes banku,0.0,0.67,440.0,3.0,4.0,2.7,-1737.0,38,F,2023,2026-06-15
8222,SECONDARY,HIGH,91.6,True,C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; energie/telco zatím není přes banku,C4,"Nastavit platbu za předplatné (Netflix, Spotify…)",věk 19 — typický uživatel streamingu; aktivní kartou — přechod snadný,C5,Vložit 10 000 Kč do investic,věk 19 let; nemá investiční produkt,0.17,0.5,30703.0,18.3,15.7,13.0,47372.0,19,M,2026,2026-06-15
3062,SECONDARY,LOW,5.4,False,C1,Přijmout 15 000 Kč na účet,"příjem 776 Kč/měs., chybí 14,224 Kč",C2,Zaplatit 10x kartou za měsíc,1 plateb kartou,C4,"Nastavit platbu za předplatné (Netflix, Spotify…)",věk 22 — typický uživatel streamingu; předplatné zatím není přes banku,0.0,0.17,776.0,1.0,3.0,0.7,-1949.0,22,M,2023,2026-06-15
240,SECONDARY,MEDIUM,43.3,False,C5,Vložit 10 000 Kč do investic,"zůstatek 137,751 Kč; věk 33 let",C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá; má příjem — může platit kartou,0.33,0.0,133333.0,0.3,4.0,0.0,137751.0,33,F,2025,2026-06-15
864,SECONDARY,LOW,15.0,False,C1,Přijmout 15 000 Kč na účet,"transakce OK, chybí jen příjem; příjem 0 Kč/měs., chybí 15,000 Kč",C2,Zaplatit 10x kartou za měsíc,5 plateb — blízko cíle,C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,0.0,0.83,0.0,5.0,3.3,5.0,137057.0,85,M,2013,2026-06-15
8657,SECONDARY,LOW,5.0,False,C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C5,Vložit 10 000 Kč do investic,"zůstatek 70,172 Kč; nemá investiční produkt",C1,Přijmout 15 000 Kč na účet,"příjem 0 Kč/měs., chybí 15,000 Kč",0.0,0.0,0.0,0.0,0.0,0.0,70172.0,55,F,2021,2026-06-15
1045,SECONDARY,HIGH,100.0,True,C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C4,"Nastavit platbu za předplatné (Netflix, Spotify…)",aktivní kartou — přechod snadný; předplatné zatím není přes banku,C5,Vložit 10 000 Kč do investic,nemá investiční produkt,0.67,1.0,15867.0,23.7,21.3,20.7,43738.0,47,F,2025,2026-06-15
2115,SECONDARY,MEDIUM,38.0,False,C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá; má příjem — může platit kartou,C3,Nastavit trvalý příkaz na energie nebo telco,pravděpodobně platí domácnost; energie/telco zatím není přes banku,C5,Vložit 10 000 Kč do investic,nemá investiční produkt,0.17,0.67,22000.0,3.0,0.0,0.0,0.0,65,M,2001,2026-06-15
6868,SECONDARY,LOW,4.8,False,C1,Přijmout 15 000 Kč na účet,"příjem 533 Kč/měs., chybí 14,467 Kč",C3,Nastavit trvalý příkaz na energie nebo telco,pravděpodobně platí domácnost; energie/telco zatím není přes banku,C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá,0.0,0.33,533.0,1.3,3.0,0.0,0.0,44,M,2021,2026-06-15
475,SECONDARY,HIGH,57.6,True,C1,Přijmout 15 000 Kč na účet,"dříve byl MAIN; transakce OK, chybí jen příjem",C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C5,Vložit 10 000 Kč do investic,"zůstatek 147,747 Kč; nemá investiční produkt",0.33,1.0,6667.0,12.7,4.0,12.7,147747.0,74,F,2018,2026-06-15
8349,SECONDARY,LOW,5.8,False,C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C5,Vložit 10 000 Kč do investic,"zůstatek 305,338 Kč; nemá investiční produkt",C1,Přijmout 15 000 Kč na účet,"příjem 0 Kč/měs., chybí 15,000 Kč",0.0,0.0,0.0,0.0,1.0,0.0,305338.0,57,F,2025,2026-06-15
5245,SECONDARY,MEDIUM,49.9,False,C5,Vložit 10 000 Kč do investic,"zůstatek 99,654 Kč; věk 44 let",C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá; má příjem — může platit kartou,1.0,0.0,185983.0,0.7,12.3,0.0,99654.0,44,M,2020,2026-06-15
5760,SECONDARY,MEDIUM,29.5,False,C1,Přijmout 15 000 Kč na účet,"transakce OK, chybí jen příjem; příjem 0 Kč/měs., chybí 15,000 Kč",C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C4,"Nastavit platbu za předplatné (Netflix, Spotify…)",aktivní kartou — přechod snadný; předplatné zatím není přes banku,0.0,1.0,0.0,12.0,16.0,11.0,8122.0,74,M,2025,2026-06-15
4844,SECONDARY,HIGH,71.6,True,C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá; má příjem — může platit kartou,C4,"Nastavit platbu za předplatné (Netflix, Spotify…)",věk 42 — typický uživatel streamingu; předplatné zatím není přes banku,C5,Vložit 10 000 Kč do investic,věk 42 let; nemá investiční produkt,0.83,0.83,84664.0,10.3,8.3,0.0,30003.0,42,M,2021,2026-06-15
5304,SECONDARY,MEDIUM,38.8,False,C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá; má příjem — může platit kartou,C3,Nastavit trvalý příkaz na energie nebo telco,pravděpodobně platí domácnost; energie/telco zatím není přes banku,C4,"Nastavit platbu za předplatné (Netflix, Spotify…)",věk 30 — typický uživatel streamingu; předplatné zatím není přes banku,0.5,0.0,15176.0,1.0,3.7,0.0,0.0,30,F,2022,2026-06-15
4995,SECONDARY,LOW,16.2,False,C1,Přijmout 15 000 Kč na účet,"příjem 500 Kč/měs., chybí 14,500 Kč",C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; energie/telco zatím není přes banku,C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá,0.0,0.0,500.0,0.0,13.3,0.0,29735.0,10,M,2024,2026-06-15
5121,SECONDARY,HIGH,59.4,False,C1,Přijmout 15 000 Kč na účet,"transakce OK, chybí jen příjem; příjem 13,833 Kč/měs., chybí 1,167 Kč",C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C5,Vložit 10 000 Kč do investic,"zůstatek 150,139 Kč; nemá investiční produkt",0.17,1.0,13833.0,11.7,6.3,11.3,150139.0,51,F,2022,2026-06-15
5141,SECONDARY,MEDIUM,51.7,False,C1,Přijmout 15 000 Kč na účet,"transakce OK, chybí jen příjem; příjem 10,000 Kč/měs., chybí 5,000 Kč",C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C4,"Nastavit platbu za předplatné (Netflix, Spotify…)",aktivní kartou — přechod snadný; předplatné zatím není přes banku,0.17,1.0,10000.0,12.7,6.7,11.3,211366.0,50,M,2024,2026-06-15
6456,SECONDARY,LOW,1.2,False,C1,Přijmout 15 000 Kč na účet,"příjem 500 Kč/měs., chybí 14,500 Kč",C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá,C4,"Nastavit platbu za předplatné (Netflix, Spotify…)",věk 25 — typický uživatel streamingu; předplatné zatím není přes banku,0.0,0.0,500.0,0.0,0.0,0.0,5.0,25,F,2025,2026-06-15
7691,SECONDARY,HIGH,73.6,False,C1,Přijmout 15 000 Kč na účet,"transakce OK, chybí jen příjem; příjem 10,667 Kč/měs., chybí 4,333 Kč",C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C5,Vložit 10 000 Kč do investic,"zůstatek 503,894 Kč; nemá investiční produkt",0.0,1.0,10667.0,27.3,18.3,26.7,503894.0,68,M,2023,2026-06-15
526,SECONDARY,HIGH,61.0,True,C1,Přijmout 15 000 Kč na účet,"dříve byl MAIN; transakce OK, chybí jen příjem",C5,Vložit 10 000 Kč do investic,"zůstatek 267,777 Kč; nemá investiční produkt",C4,"Nastavit platbu za předplatné (Netflix, Spotify…)",aktivní kartou — přechod snadný; předplatné zatím není přes banku,0.33,1.0,7297.0,14.0,4.7,13.0,267777.0,88,M,2021,2026-06-15
8053,SECONDARY,MEDIUM,40.9,False,C1,Přijmout 15 000 Kč na účet,"transakce OK, chybí jen příjem; příjem 0 Kč/měs., chybí 15,000 Kč",C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C5,Vložit 10 000 Kč do investic,"zůstatek 993,754 Kč; nemá investiční produkt",0.0,1.0,0.0,16.0,16.3,15.3,993754.0,52,M,2022,2026-06-15
595,SECONDARY,HIGH,62.3,False,C1,Přijmout 15 000 Kč na účet,"transakce OK, chybí jen příjem; příjem 14,633 Kč/měs., chybí 367 Kč",C2,Zaplatit 10x kartou za měsíc,9 plateb — blízko cíle; má příjem — může platit kartou,C5,Vložit 10 000 Kč do investic,"zůstatek 265,907 Kč; věk 34 let",0.17,1.0,14633.0,14.7,5.3,9.0,265907.0,34,F,2025,2026-06-15
5175,SECONDARY,MEDIUM,30.2,False,C1,Přijmout 15 000 Kč na účet,"transakce OK, chybí jen příjem; příjem 1,667 Kč/měs., chybí 13,333 Kč",C3,Nastavit trvalý příkaz na energie nebo telco,pravděpodobně platí domácnost; energie/telco zatím není přes banku,C4,"Nastavit platbu za předplatné (Netflix, Spotify…)",aktivní kartou — přechod snadný; předplatné zatím není přes banku,0.0,1.0,1667.0,15.7,4.0,15.3,-283.0,45,F,2025,2026-06-15
6143,SECONDARY,LOW,1.5,False,C1,Přijmout 15 000 Kč na účet,"příjem 0 Kč/měs., chybí 15,000 Kč",C3,Nastavit trvalý příkaz na energie nebo telco,pravděpodobně platí domácnost; energie/telco zatím není přes banku,C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá,0.0,0.0,0.0,0.0,2.0,0.0,-1444.0,83,M,2023,2026-06-15
7331,SECONDARY,MEDIUM,45.8,False,C5,Vložit 10 000 Kč do investic,"zůstatek 59,880 Kč; věk 38 let",C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá; má příjem — může platit kartou,0.33,0.0,16667.0,2.0,5.0,0.0,59880.0,38,F,2024,2026-06-15
3295,SECONDARY,LOW,6.8,False,C1,Přijmout 15 000 Kč na účet,"příjem 2,900 Kč/měs., chybí 12,100 Kč",C3,Nastavit trvalý příkaz na energie nebo telco,pravděpodobně platí domácnost; energie/telco zatím není přes banku,C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá,0.0,0.0,2900.0,0.0,0.0,0.0,1.0,71,M,2016,2026-06-15
9371,SECONDARY,MEDIUM,40.1,True,C1,Přijmout 15 000 Kč na účet,"dříve byl MAIN; transakce OK, chybí jen příjem",C2,Zaplatit 10x kartou za měsíc,5 plateb — blízko cíle,C4,"Nastavit platbu za předplatné (Netflix, Spotify…)",aktivní kartou — přechod snadný; předplatné zatím není přes banku,0.17,1.0,4850.0,7.0,5.7,5.0,2894.0,60,M,2019,2026-06-15
9769,SECONDARY,LOW,12.0,False,C1,Přijmout 15 000 Kč na účet,"transakce OK, chybí jen příjem; příjem 0 Kč/měs., chybí 15,000 Kč",C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C5,Vložit 10 000 Kč do investic,"zůstatek 400,634 Kč; nemá investiční produkt",0.0,0.67,0.0,3.7,2.0,3.7,400634.0,77,M,2024,2026-06-15
5305,SECONDARY,MEDIUM,34.2,False,C1,Přijmout 15 000 Kč na účet,"transakce OK, chybí jen příjem; příjem 0 Kč/měs., chybí 15,000 Kč",C5,Vložit 10 000 Kč do investic,"zůstatek 1,697,992 Kč; nemá investiční produkt",C4,"Nastavit platbu za předplatné (Netflix, Spotify…)",aktivní kartou — přechod snadný; předplatné zatím není přes banku,0.0,1.0,0.0,16.3,8.3,13.3,1697992.0,47,F,2024,2026-06-15
9020,SECONDARY,LOW,21.7,False,C1,Přijmout 15 000 Kč na účet,"transakce OK, chybí jen příjem; příjem 1,213 Kč/měs., chybí 13,787 Kč",C2,Zaplatit 10x kartou za měsíc,10 plateb — blízko cíle,C4,"Nastavit platbu za předplatné (Netflix, Spotify…)",věk 23 — typický uživatel streamingu; aktivní kartou — přechod snadný,0.0,1.0,1213.0,11.0,4.0,9.7,5299.0,23,M,2022,2026-06-15
9687,SECONDARY,HIGH,65.2,True,C1,Přijmout 15 000 Kč na účet,"dříve byl MAIN; transakce OK, chybí jen příjem",C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C5,Vložit 10 000 Kč do investic,"zůstatek 517,991 Kč; nemá investiční produkt",0.17,1.0,11667.0,12.0,0.0,12.0,517991.0,89,F,2024,2026-06-15
7925,SECONDARY,HIGH,60.4,True,C1,Přijmout 15 000 Kč na účet,"dříve byl MAIN; transakce OK, chybí jen příjem",C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C4,"Nastavit platbu za předplatné (Netflix, Spotify…)",věk 33 — typický uživatel streamingu; aktivní kartou — přechod snadný,0.17,1.0,3167.0,28.0,4.0,22.7,28363.0,33,M,2024,2026-06-15
8191,SECONDARY,LOW,0.0,False,C1,Přijmout 15 000 Kč na účet,"příjem 0 Kč/měs., chybí 15,000 Kč",C3,Nastavit trvalý příkaz na energie nebo telco,pravděpodobně platí domácnost; energie/telco zatím není přes banku,C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá,0.0,0.0,0.0,0.0,0.0,0.0,232.0,43,F,2021,2026-06-15
61,SECONDARY,LOW,22.2,False,C1,Přijmout 15 000 Kč na účet,"transakce OK, chybí jen příjem; příjem 90 Kč/měs., chybí 14,910 Kč",C4,"Nastavit platbu za předplatné (Netflix, Spotify…)",věk 19 — typický uživatel streamingu; aktivní kartou — přechod snadný,C5,Vložit 10 000 Kč do investic,věk 19 let; nemá investiční produkt,0.0,0.83,90.0,11.7,6.7,10.7,-2166.0,19,M,2025,2026-06-15
623,SECONDARY,HIGH,80.2,True,C5,Vložit 10 000 Kč do investic,"zůstatek 657,643 Kč; nemá investiční produkt",C4,"Nastavit platbu za předplatné (Netflix, Spotify…)",aktivní kartou — přechod snadný; předplatné zatím není přes banku,,,,0.17,1.0,50100.0,13.0,7.7,13.0,657643.0,73,M,2024,2026-06-15
2795,SECONDARY,HIGH,87.1,True,C5,Vložit 10 000 Kč do investic,"zůstatek 514,609 Kč; nemá investiční produkt",C4,"Nastavit platbu za předplatné (Netflix, Spotify…)",aktivní kartou — přechod snadný; předplatné zatím není přes banku,,,,0.33,1.0,26504.0,15.0,15.7,10.7,514609.0,69,F,2021,2026-06-15
1165,SECONDARY,HIGH,65.6,True,C1,Přijmout 15 000 Kč na účet,"dříve byl MAIN; transakce OK, chybí jen příjem",C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C5,Vložit 10 000 Kč do investic,"zůstatek 505,838 Kč; nemá investiční produkt",0.17,1.0,4133.0,19.0,10.3,18.3,505838.0,49,M,2024,2026-06-15
6022,SECONDARY,MEDIUM,25.3,False,C5,Vložit 10 000 Kč do investic,"zůstatek 61,084 Kč; věk 35 let",C1,Přijmout 15 000 Kč na účet,"transakce OK, chybí jen příjem; příjem 283 Kč/měs., chybí 14,717 Kč",C2,Zaplatit 10x kartou za měsíc,8 plateb — blízko cíle,0.0,0.83,283.0,9.0,8.7,8.3,61084.0,35,F,2022,2026-06-15
7933,SECONDARY,HIGH,55.5,True,C1,Přijmout 15 000 Kč na účet,"dříve byl MAIN; transakce OK, chybí jen příjem",C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C5,Vložit 10 000 Kč do investic,"zůstatek 63,048 Kč; nemá investiční produkt",0.5,1.0,0.0,22.3,8.0,19.0,63048.0,50,M,2022,2026-06-15
8782,SECONDARY,LOW,2.0,False,C1,Přijmout 15 000 Kč na účet,"příjem 0 Kč/měs., chybí 15,000 Kč",C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá,C5,Vložit 10 000 Kč do investic,nemá investiční produkt,0.0,0.17,0.0,2.0,0.0,0.0,-681.0,66,M,2025,2026-06-15
868,SECONDARY,HIGH,82.9,True,C1,Přijmout 15 000 Kč na účet,"dříve byl MAIN; transakce OK, chybí jen příjem",C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C4,"Nastavit platbu za předplatné (Netflix, Spotify…)",aktivní kartou — přechod snadný; předplatné zatím není přes banku,0.33,1.0,10143.0,20.3,13.0,19.0,496599.0,85,M,2024,2026-06-15
5246,SECONDARY,MEDIUM,35.0,False,C1,Přijmout 15 000 Kč na účet,"transakce OK, chybí jen příjem; příjem 2,533 Kč/měs., chybí 12,467 Kč",C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C5,Vložit 10 000 Kč do investic,"zůstatek 499,261 Kč; nemá investiční produkt",0.0,1.0,2533.0,12.3,7.7,12.0,499261.0,73,F,2022,2026-06-15
5449,SECONDARY,HIGH,57.2,False,C2,Zaplatit 10x kartou za měsíc,7 plateb — blízko cíle; má příjem — může platit kartou,C3,Nastavit trvalý příkaz na energie nebo telco,pravděpodobně platí domácnost; energie/telco zatím není přes banku,C4,"Nastavit platbu za předplatné (Netflix, Spotify…)",aktivní kartou — přechod snadný; předplatné zatím není přes banku,0.17,0.67,29767.0,7.7,15.0,6.7,1225.0,74,F,2022,2026-06-15
5159,SECONDARY,MEDIUM,44.4,False,C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá; má příjem — může platit kartou,C3,Nastavit trvalý příkaz na energie nebo telco,pravděpodobně platí domácnost; energie/telco zatím není přes banku,C5,Vložit 10 000 Kč do investic,nemá investiční produkt,0.67,0.0,37667.0,1.7,10.3,0.0,115.0,45,M,2020,2026-06-15
1561,SECONDARY,HIGH,75.2,True,C2,Zaplatit 10x kartou za měsíc,2 plateb kartou; má příjem — může platit kartou,C3,Nastavit trvalý příkaz na energie nebo telco,pravděpodobně platí domácnost; energie/telco zatím není přes banku,C5,Vložit 10 000 Kč do investic,nemá investiční produkt,0.5,0.83,15241.0,10.0,18.7,2.3,-597.0,51,M,2004,2026-06-15
51,SECONDARY,LOW,11.8,False,C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C1,Přijmout 15 000 Kč na účet,"příjem 0 Kč/měs., chybí 15,000 Kč",C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá,0.0,0.0,0.0,0.0,9.0,0.0,18164.0,35,M,2021,2026-06-15
6638,SECONDARY,HIGH,93.8,True,C5,Vložit 10 000 Kč do investic,"zůstatek 100,708 Kč; nemá investiční produkt",C4,"Nastavit platbu za předplatné (Netflix, Spotify…)",aktivní kartou — přechod snadný; předplatné zatím není přes banku,,,,0.5,1.0,16091.0,21.3,15.0,15.0,100708.0,49,F,2024,2026-06-15
5606,SECONDARY,LOW,5.0,False,C5,Vložit 10 000 Kč do investic,"zůstatek 103,089 Kč; věk 36 let",C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C1,Přijmout 15 000 Kč na účet,"příjem 0 Kč/měs., chybí 15,000 Kč",0.0,0.0,0.0,0.0,0.0,0.0,103089.0,36,F,2021,2026-06-15
7860,SECONDARY,MEDIUM,30.4,False,C1,Přijmout 15 000 Kč na účet,"příjem 10,000 Kč/měs., chybí 5,000 Kč",C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C5,Vložit 10 000 Kč do investic,"zůstatek 149,335 Kč; nemá investiční produkt",0.0,0.17,10000.0,0.3,2.3,0.0,149335.0,58,M,2020,2026-06-15
3598,SECONDARY,LOW,24.9,False,C1,Přijmout 15 000 Kč na účet,"transakce OK, chybí jen příjem; příjem 205 Kč/měs., chybí 14,795 Kč",C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C5,Vložit 10 000 Kč do investic,"zůstatek 492,291 Kč; nemá investiční produkt",0.0,0.83,205.0,11.7,3.7,10.0,492291.0,50,F,2021,2026-06-15
8077,SECONDARY,MEDIUM,34.6,False,C1,Přijmout 15 000 Kč na účet,"transakce OK, chybí jen příjem; příjem 2,667 Kč/měs., chybí 12,333 Kč",C2,Zaplatit 10x kartou za měsíc,9 plateb — blízko cíle,C3,Nastavit trvalý příkaz na energie nebo telco,pravděpodobně platí domácnost; energie/telco zatím není přes banku,0.0,1.0,2667.0,21.0,5.0,9.3,534.0,56,F,2025,2026-06-15
2184,SECONDARY,MEDIUM,34.4,False,C1,Přijmout 15 000 Kč na účet,"příjem 7,256 Kč/měs., chybí 7,744 Kč",C2,Zaplatit 10x kartou za měsíc,2 plateb kartou; má příjem — může platit kartou,C3,Nastavit trvalý příkaz na energie nebo telco,pravděpodobně platí domácnost; energie/telco zatím není přes banku,0.17,0.17,7256.0,2.0,19.5,1.7,-20.0,44,F,2024,2026-06-15
883,SECONDARY,MEDIUM,41.3,False,C1,Přijmout 15 000 Kč na účet,"transakce OK, chybí jen příjem; příjem 333 Kč/měs., chybí 14,667 Kč",C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C5,Vložit 10 000 Kč do investic,"zůstatek 500,461 Kč; nemá investiční produkt",0.0,1.0,333.0,13.7,21.0,13.7,500461.0,66,F,2021,2026-06-15
4792,SECONDARY,LOW,0.0,False,C1,Přijmout 15 000 Kč na účet,"příjem 0 Kč/měs., chybí 15,000 Kč",C3,Nastavit trvalý příkaz na energie nebo telco,pravděpodobně platí domácnost; energie/telco zatím není přes banku,C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá,0.17,0.0,0.0,0.0,0.0,0.0,12.0,53,M,2016,2026-06-15
9593,SECONDARY,LOW,5.0,False,C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C5,Vložit 10 000 Kč do investic,"zůstatek 165,945 Kč; nemá investiční produkt",C1,Přijmout 15 000 Kč na účet,"příjem 0 Kč/měs., chybí 15,000 Kč",0.0,0.0,0.0,0.0,0.0,0.0,165945.0,82,F,2021,2026-06-15
4146,SECONDARY,HIGH,70.5,True,C1,Přijmout 15 000 Kč na účet,"dříve byl MAIN; transakce OK, chybí jen příjem",C5,Vložit 10 000 Kč do investic,"zůstatek 502,574 Kč; nemá investiční produkt",C4,"Nastavit platbu za předplatné (Netflix, Spotify…)",aktivní kartou — přechod snadný; předplatné zatím není přes banku,0.17,1.0,10236.0,14.7,7.0,13.3,502574.0,50,F,2025,2026-06-15
7597,SECONDARY,LOW,4.1,False,C1,Přijmout 15 000 Kč na účet,"příjem 803 Kč/měs., chybí 14,197 Kč",C3,Nastavit trvalý příkaz na energie nebo telco,pravděpodobně platí domácnost; energie/telco zatím není přes banku,C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá,0.0,0.0,803.0,0.3,2.5,0.0,0.0,49,M,2000,2026-06-15
5469,SECONDARY,MEDIUM,40.8,True,C1,Přijmout 15 000 Kč na účet,"dříve byl MAIN; transakce OK, chybí jen příjem",C5,Vložit 10 000 Kč do investic,"zůstatek 709,923 Kč; věk 33 let",C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,0.17,1.0,0.0,13.0,2.0,12.7,709923.0,33,M,2025,2026-06-15
